task,suite,method,seed,n_evals,best_loss,acceptance_rate,kernel_fraction_dream,n_rescues,n_reseeds,n_bw_refits,time_total,time_objective,time_overhead,frac_exploit,acc_exploit,frac_explore,acc_explore,frac_trapped,acc_trapped
lcbench_168329,lcbench,CTRL_HMM,4,200,-43.802032470703125,0.4397905759162304,0.0,1,0,25,0.3403983999887714,0.039847900028689764,0.30055049996008165,0.5078534031413613,0.4536082474226804,0.49214659685863876,0.425531914893617,0.0,
lcbench_168329,lcbench,CTRL_HMM,5,200,-41.42310333251953,0.5157894736842106,0.0,2,0,25,0.32155389999388717,0.03876140006468631,0.28279249992920086,0.6473684210526316,0.5528455284552846,0.3526315789473684,0.44776119402985076,0.0,
lcbench_168329,lcbench,CTRL_HMM,6,200,-47.062686920166016,0.42328042328042326,0.0,3,0,19,0.31917770000291057,0.04085230000782758,0.278325399995083,0.47619047619047616,0.37777777777777777,0.5238095238095238,0.46464646464646464,0.0,
lcbench_168329,lcbench,CTRL_HMM,7,200,-46.27669906616211,0.5130890052356021,0.0,1,0,25,0.5164121999987401,0.05290370012517087,0.46350849987356924,0.6020942408376964,0.5565217391304348,0.39790575916230364,0.4473684210526316,0.0,
lcbench_168329,lcbench,CTRL_HMM,8,200,-31.170740127563477,0.49206349206349204,0.0,3,0,22,0.42508589998760726,0.04851889995916281,0.37656700002844445,0.6772486772486772,0.46875,0.32275132275132273,0.5409836065573771,0.0,
lcbench_168329,lcbench,CTRL_HMM,9,200,-44.744483947753906,0.5079365079365079,0.0,3,0,21,0.4424909000081243,0.051368100132094696,0.3911227998760296,0.5767195767195767,0.47706422018348627,0.42328042328042326,0.55,0.0,
lcbench_168330,lcbench,CTRL_HMM,0,200,-71.70784759521484,0.48677248677248675,0.0,2,1,19,0.44253780000144616,0.0678297000558814,0.37470809994556475,0.5396825396825397,0.5294117647058824,0.4603174603174603,0.4367816091954023,0.0,
lcbench_168330,lcbench,CTRL_HMM,1,200,-74.40325927734375,0.47619047619047616,0.0,2,1,22,0.4884334999951534,0.07336910010781139,0.415064399887342,0.6031746031746031,0.5,0.3968253968253968,0.44,0.0,
lcbench_168330,lcbench,CTRL_HMM,2,200,-70.4931869506836,0.5319148936170213,0.0,4,0,20,0.5822332999960054,0.092466299814987,0.4897670001810184,0.6436170212765957,0.5371900826446281,0.35638297872340424,0.5223880597014925,0.0,
lcbench_168330,lcbench,CTRL_HMM,3,200,-71.63594055175781,0.582010582010582,0.0,2,1,20,0.6035830000037095,0.09169889996701386,0.5118841000366956,0.6613756613756614,0.592,0.3386243386243386,0.5625,0.0,
lcbench_168330,lcbench,CTRL_HMM,4,200,-75.30787658691406,0.4421052631578947,0.0,2,0,23,0.588490099995397,0.08598639993579127,0.5025037000596058,0.5263157894736842,0.49,0.47368421052631576,0.3888888888888889,0.0,
lcbench_168330,lcbench,CTRL_HMM,5,200,-73.1079330444336,0.5497382198952879,0.0,1,0,25,0.6927098000014666,0.09324680017016362,0.599462999831303,0.5968586387434555,0.5789473684210527,0.4031413612565445,0.5064935064935064,0.0,
lcbench_168330,lcbench,CTRL_HMM,6,200,-73.65575408935547,0.43455497382198954,0.0,1,0,25,0.6393141000007745,0.08504950007773004,0.5542645999230444,0.518324607329843,0.5050505050505051,0.4816753926701571,0.358695652173913,0.0,
lcbench_168330,lcbench,CTRL_HMM,7,200,-72.15167236328125,0.4497354497354497,0.0,2,1,21,0.5639595999964513,0.08537799991609063,0.47858160008036066,0.5185185185185185,0.5408163265306123,0.48148148148148145,0.3516483516483517,0.0,
lcbench_168330,lcbench,CTRL_HMM,8,200,-73.19276428222656,0.455026455026455,0.0,3,0,20,0.580870000005234,0.08019029998104088,0.5006797000241932,0.582010582010582,0.509090909090909,0.41798941798941797,0.379746835443038,0.0,
lcbench_168330,lcbench,CTRL_HMM,9,200,-73.74079895019531,0.47368421052631576,0.0,2,0,23,0.6101908999989973,0.08304320000752341,0.5271476999914739,0.5473684210526316,0.47115384615384615,0.45263157894736844,0.47674418604651164,0.0,
lcbench_168331,lcbench,CTRL_HMM,0,200,-80.9138412475586,0.4607329842931937,0.0,1,0,25,0.344088500001817,0.044023600028594956,0.30006489997322205,0.5287958115183246,0.49504950495049505,0.4712041884816754,0.4222222222222222,0.0,
