task,suite,method,seed,budget,n_evals,best_value,best_true_value,best_raw,f_star,maximize_raw,time_total,time_objective,wall_time,cost_total,time_overhead,fmp_n_evals,fmp_best_loss,fmp_acceptance_rate,fmp_kernel_fraction_dream,fmp_n_rescues,fmp_n_reseeds,fmp_n_bw_refits,fmp_time_total,fmp_time_objective,fmp_time_overhead,fmp_frac_exploit,fmp_acc_exploit,fmp_frac_explore,fmp_acc_explore,fmp_frac_trapped,fmp_acc_trapped,fmp_params,regret,best_metric,truncated,knob,level,score
cat__ackley_10d,cat,R__000,0,500,500,13.49680340448266,13.49680340448266,13.49680340448266,0.0,False,0.530582899984438,0.01178600057028234,3.4842028999701142,500.0,0.5187968994141556,500,13.49680340448266,0.11816192560175055,0.975929978118162,13,6,42,0.5303491000086069,0.02248599927406758,0.5078631007345393,0.3610503282275711,0.21212121212121213,0.6280087527352297,0.059233449477351915,0.010940919037199124,0.4,"{""T_mcmc"": 0.146072722616095, ""burnin_fraction"": 0.07094127672921946, ""bw_prior_strength"": 148.07461753666936, ""decoder"": ""soft"", ""emission_mu"": [-0.06913537471562278, 0.6913537471562279, 0.10370306207343416], ""emission_sigma"": [0.41481224829373664, 1.7283843678905695, 0.13827074943124557], ""explore_subsample"": false, ""hmm_window"": 5, ""kde_tau"": 0.02754045167249469, ""n_chains"": 2, ""n_init"": 24, ""orchestrate_every"": 5, ""p_dream"": 0.9669622001623905, ""rejection_streak"": 23, ""seed"": 0, ""sigma_fraction"": 0.14839845971870938, ""wide_sigma_fraction"": 0.34403037879135195}",13.49680340448266,13.49680340448266,,random,,1.2360818286616557
cat__ackley_10d,cat,R__000,1,500,500,16.86609181620894,16.86609181620894,16.86609181620894,0.0,False,0.7319658000487834,0.013083099736832082,3.551797699998133,500.0,0.7188827003119513,500,16.86609181620894,0.13203463203463203,0.9653679653679653,9,5,53,0.7317336999694817,0.023234499094542116,0.7084992008749396,0.4393939393939394,0.21674876847290642,0.5454545454545454,0.05952380952380952,0.015151515151515152,0.2857142857142857,"{""T_mcmc"": 0.146072722616095, ""burnin_fraction"": 0.07094127672921946, ""bw_prior_strength"": 148.07461753666936, ""decoder"": ""soft"", ""emission_mu"": [-0.06913537471562278, 0.6913537471562279, 0.10370306207343416], ""emission_sigma"": [0.41481224829373664, 1.7283843678905695, 0.13827074943124557], ""explore_subsample"": false, ""hmm_window"": 5, ""kde_tau"": 0.02754045167249469, ""n_chains"": 2, ""n_init"": 24, ""orchestrate_every"": 5, ""p_dream"": 0.9669622001623905, ""rejection_streak"": 23, ""seed"": 1, ""sigma_fraction"": 0.14839845971870938, ""wide_sigma_fraction"": 0.34403037879135195}",16.86609181620894,16.86609181620894,,random,,1.5446523884041148
cat__ackley_10d,cat,R__000,2,500,500,13.725277083959126,13.725277083959126,13.725277083959126,0.0,False,0.9976172999595292,0.01541599933989346,3.967347899975721,500.0,0.9822013006196357,500,13.725277083959126,0.07758620689655173,0.9612068965517241,11,1,57,0.9973926999955438,0.025457400653976947,0.9719352993415669,0.28879310344827586,0.11940298507462686,0.7025862068965517,0.05521472392638037,0.008620689655172414,0.5,"{""T_mcmc"": 0.146072722616095, ""burnin_fraction"": 0.07094127672921946, ""bw_prior_strength"": 148.07461753666936, ""decoder"": ""soft"", ""emission_mu"": [-0.06913537471562278, 0.6913537471562279, 0.10370306207343416], ""emission_sigma"": [0.41481224829373664, 1.7283843678905695, 0.13827074943124557], ""explore_subsample"": false, ""hmm_window"": 5, ""kde_tau"": 0.02754045167249469, ""n_chains"": 2, ""n_init"": 24, ""orchestrate_every"": 5, ""p_dream"": 0.9669622001623905, ""rejection_streak"": 23, ""seed"": 2, ""sigma_fraction"": 0.14839845971870938, ""wide_sigma_fraction"": 0.34403037879135195}",13.725277083959126,13.725277083959126,,random,,1.2570062027571196
cat__ackley_10d,cat,R__000,3,500,500,12.3573145374785,12.3573145374785,12.3573145374785,0.0,False,0.7262446000240743,0.011803500237874687,3.6803515999927185,500.0,0.7144410997861996,500,12.3573145374785,0.09071274298056156,0.9611231101511879,10,3,53,0.7259903000085615,0.021292000310495496,0.704698299698066,0.31317494600431967,0.1310344827586207,0.6825053995680346,0.07278481012658228,0.004319654427645789,0.0,"{""T_mcmc"": 0.146072722616095, ""burnin_fraction"": 0.07094127672921946, ""bw_prior_strength"": 148.07461753666936, ""decoder"": ""soft"", ""emission_mu"": [-0.06913537471562278, 0.6913537471562279, 0.10370306207343416], ""emission_sigma"": [0.41481224829373664, 1.7283843678905695, 0.13827074943124557], ""explore_subsample"": false, ""hmm_window"": 5, ""kde_tau"": 0.02754045167249469, ""n_chains"": 2, ""n_init"": 24, ""orchestrate_every"": 5, ""p_dream"": 0.9669622001623905, ""rejection_streak"": 23, ""seed"": 3, ""sigma_fraction"": 0.14839845971870938, ""wide_sigma_fraction"": 0.34403037879135195}",12.3573145374785,12.3573145374785,,random,,1.1317236750859505
cat__ackley_10d,cat,R__000,4,500,500,15.874191458055869,15.874191458055869,15.874191458055869,0.0,False,0.797336500021629,0.013782599475234747,3.491382500040345,500.0,0.7835539005463943,500,15.874191458055869,0.14623655913978495,0.9763440860215054,10,1,56,0.7970214000088163,0.02394600003026426,0.773075399978552,0.4752688172043011,0.23076923076923078,0.5225806451612903,0.06584362139917696,0.002150537634408602,1.0,"{""T_mcmc"": 0.146072722616095, ""burnin_fraction"": 0.07094127672921946, ""bw_prior_strength"": 148.07461753666936, ""decoder"": ""soft"", ""emission_mu"": [-0.06913537471562278, 0.6913537471562279, 0.10370306207343416], ""emission_sigma"": [0.41481224829373664, 1.7283843678905695, 0.13827074943124557], ""explore_subsample"": false, ""hmm_window"": 5, ""kde_tau"": 0.02754045167249469, ""n_chains"": 2, ""n_init"": 24, ""orchestrate_every"": 5, ""p_dream"": 0.9669622001623905, ""rejection_streak"": 23, ""seed"": 4, ""sigma_fraction"": 0.14839845971870938, ""wide_sigma_fraction"": 0.34403037879135195}",15.874191458055869,15.874191458055869,,random,,1.4538108778766083
cat__ackley_10d,cat,R__001,0,500,500,15.150639966599027,15.150639966599027,15.150639966599027,0.0,False,1.2458550999872386,0.013445799995679408,4.214148600003682,500.0,1.2324092999915592,500,15.150639966599027,0.6052060737527115,0.6963123644251626,18,4,25,1.2456727999961004,0.024404100375249982,1.2212686996208504,0.7744034707158352,0.5910364145658263,0.21908893709327548,0.6534653465346535,0.006507592190889371,0.6666666666666666,"{""T_mcmc"": 2.2570645695956433, ""burnin_fraction"": 0.09053322273736138, ""bw_prior_strength"": 4.638586366786659, ""decoder"": ""soft"", ""emission_mu"": [-0.0010609159158326718, 0.01060915915832672, 0.0015913738737490077], ""emission_sigma"": [0.006365495494996031, 0.026522897895816796, 0.0021218318316653436], ""explore_subsample"": false, ""hmm_window"": 7, ""kde_tau"": 0.22426449422024736, ""n_chains"": 3, ""n_init"": 17, ""orchestrate_every"": 5, ""p_dream"": 0.6631806204725954, ""rejection_streak"": 7, ""seed"": 0, ""sigma_fraction"": 0.26979204397774065, ""wide_sigma_fraction"": 0.42891119705088326}",15.150639966599027,15.150639966599027,,random,,1.3875456427770292
cat__ackley_10d,cat,R__001,1,500,500,16.45549340597502,16.45549340597502,16.45549340597502,0.0,False,1.4158546999678947,0.014365499373525381,4.337343199993484,500.0,1.4014892005943693,500,16.45549340597502,0.6120689655172413,0.6724137931034483,18,1,31,1.4156683000037447,0.02539330010768026,1.3902749998960644,0.6982758620689655,0.5771604938271605,0.2952586206896552,0.6861313868613139,0.00646551724137931,1.0,"{""T_mcmc"": 2.2570645695956433, ""burnin_fraction"": 0.09053322273736138, ""bw_prior_strength"": 4.638586366786659, ""decoder"": ""soft"", ""emission_mu"": [-0.0010609159158326718, 0.01060915915832672, 0.0015913738737490077], ""emission_sigma"": [0.006365495494996031, 0.026522897895816796, 0.0021218318316653436], ""explore_subsample"": false, ""hmm_window"": 7, ""kde_tau"": 0.22426449422024736, ""n_chains"": 3, ""n_init"": 17, ""orchestrate_every"": 5, ""p_dream"": 0.6631806204725954, ""rejection_streak"": 7, ""seed"": 1, ""sigma_fraction"": 0.26979204397774065, ""wide_sigma_fraction"": 0.42891119705088326}",16.45549340597502,16.45549340597502,,random,,1.5070484300031985
cat__ackley_10d,cat,R__001,2,500,500,17.053146837470255,17.053146837470255,17.053146837470255,0.0,False,1.4528807000024244,0.014146599860396236,4.323290299973451,500.0,1.4387341001420282,500,17.053146837470255,0.5874730021598272,0.6436285097192225,19,1,30,1.4527100000414066,0.024850600108038634,1.427859399933368,0.7105831533477321,0.5531914893617021,0.28077753779697623,0.6692307692307692,0.008639308855291577,0.75,"{""T_mcmc"": 2.2570645695956433, ""burnin_fraction"": 0.09053322273736138, ""bw_prior_strength"": 4.638586366786659, ""decoder"": ""soft"", ""emission_mu"": [-0.0010609159158326718, 0.01060915915832672, 0.0015913738737490077], ""emission_sigma"": [0.006365495494996031, 0.026522897895816796, 0.0021218318316653436], ""explore_subsample"": false, ""hmm_window"": 7, ""kde_tau"": 0.22426449422024736, ""n_chains"": 3, ""n_init"": 17, ""orchestrate_every"": 5, ""p_dream"": 0.6631806204725954, ""rejection_streak"": 7, ""seed"": 2, ""sigma_fraction"": 0.26979204397774065, ""wide_sigma_fraction"": 0.42891119705088326}",17.053146837470255,17.053146837470255,,random,,1.5617835049960807
cat__ackley_10d,cat,R__001,3,500,500,14.343433823209871,14.343433823209871,14.343433823209871,0.0,False,1.2311142000253312,0.012894999468699098,1.2339375999872573,500.0,1.2182192005566321,500,14.343433823209871,0.5896328293736501,0.6803455723542117,19,1,25,1.2309076999663375,0.023377900710329413,1.2075297992560081,0.7192224622030238,0.5855855855855856,0.2678185745140389,0.5967741935483871,0.012958963282937365,0.6666666666666666,"{""T_mcmc"": 2.2570645695956433, ""burnin_fraction"": 0.09053322273736138, ""bw_prior_strength"": 4.638586366786659, ""decoder"": ""soft"", ""emission_mu"": [-0.0010609159158326718, 0.01060915915832672, 0.0015913738737490077], ""emission_sigma"": [0.006365495494996031, 0.026522897895816796, 0.0021218318316653436], ""explore_subsample"": false, ""hmm_window"": 7, ""kde_tau"": 0.22426449422024736, ""n_chains"": 3, ""n_init"": 17, ""orchestrate_every"": 5, ""p_dream"": 0.6631806204725954, ""rejection_streak"": 7, ""seed"": 3, ""sigma_fraction"": 0.26979204397774065, ""wide_sigma_fraction"": 0.42891119705088326}",14.343433823209871,14.343433823209871,,random,,1.3136190383859478
cat__ackley_10d,cat,R__001,4,500,500,14.885165705405239,14.885165705405239,14.885165705405239,0.0,False,1.1604333000141196,0.013516900420654565,1.1630639000213705,500.0,1.146916399593465,500,14.885165705405239,0.6260869565217392,0.6978260869565217,22,1,19,1.1602279999642633,0.024092599225696176,1.1361354007385671,0.717391304347826,0.6060606060606061,0.26956521739130435,0.6693548387096774,0.013043478260869565,0.8333333333333334,"{""T_mcmc"": 2.2570645695956433, ""burnin_fraction"": 0.09053322273736138, ""bw_prior_strength"": 4.638586366786659, ""decoder"": ""soft"", ""emission_mu"": [-0.0010609159158326718, 0.01060915915832672, 0.0015913738737490077], ""emission_sigma"": [0.006365495494996031, 0.026522897895816796, 0.0021218318316653436], ""explore_subsample"": false, ""hmm_window"": 7, ""kde_tau"": 0.22426449422024736, ""n_chains"": 3, ""n_init"": 17, ""orchestrate_every"": 5, ""p_dream"": 0.6631806204725954, ""rejection_streak"": 7, ""seed"": 4, ""sigma_fraction"": 0.26979204397774065, ""wide_sigma_fraction"": 0.42891119705088326}",14.885165705405239,14.885165705405239,,random,,1.363232633214333
