task,suite,method,seed,budget,n_evals,best_value,best_true_value,best_raw,f_star,maximize_raw,time_total,time_objective,wall_time,cost_total,time_overhead,best_metric,fmp_n_evals,fmp_best_loss,fmp_acceptance_rate,fmp_kernel_fraction_dream,fmp_n_rescues,fmp_n_reseeds,fmp_n_bw_refits,fmp_time_total,fmp_time_objective,fmp_time_overhead,fmp_frac_exploit,fmp_acc_exploit,fmp_frac_explore,fmp_acc_explore,fmp_frac_trapped,fmp_acc_trapped,fmp_params,nregret,log_regret
lcbench_126025,lcbench,FMP,4,200,200,-91.39197540283203,-91.39197540283203,91.39197540283203,,True,1.0631593000143766,0.10561640025116503,1.0749528000014834,10400.0,0.9575428997632116,91.39197540283203,200.0,-91.39197540283203,0.4895833333333333,0.0,0.0,0.0,36.0,1.0629863999783993,0.11831199948210269,0.9446744004962966,0.640625,0.5040650406504065,0.359375,0.463768115942029,0.0,,"{""T_mcmc"": 0.05021528037835243, ""burnin_fraction"": 0.21939164151847443, ""bw_prior_strength"": 89.80956876532602, ""decoder"": ""soft"", ""emission_mu"": [-0.00946430696609267, 0.0946430696609267, 0.014196460449139003], ""emission_sigma"": [0.05678584179655601, 0.23660767415231673, 0.01892861393218534], ""explore_subsample"": false, ""hmm_window"": 12, ""kde_tau"": 0.006205167444665816, ""n_chains"": 1, ""n_init"": 8, ""orchestrate_every"": 5, ""p_dream"": 0.0, ""rejection_streak"": 24, ""seed"": 4, ""sigma_fraction"": 0.022095999012449814, ""wide_sigma_fraction"": 0.3008503702038378}",,
lcbench_126025,lcbench,FMP,5,200,200,-92.15973663330078,-92.15973663330078,92.15973663330078,,True,1.0052431999938563,0.09963130042888224,1.016765900014434,10400.0,0.905611899564974,92.15973663330078,200.0,-92.15973663330078,0.4947916666666667,0.0,0.0,0.0,36.0,1.005064000026323,0.11146610038122162,0.8935978996451013,0.6145833333333334,0.559322033898305,0.3854166666666667,0.3918918918918919,0.0,,"{""T_mcmc"": 0.05021528037835243, ""burnin_fraction"": 0.21939164151847443, ""bw_prior_strength"": 89.80956876532602, ""decoder"": ""soft"", ""emission_mu"": [-0.00946430696609267, 0.0946430696609267, 0.014196460449139003], ""emission_sigma"": [0.05678584179655601, 0.23660767415231673, 0.01892861393218534], ""explore_subsample"": false, ""hmm_window"": 12, ""kde_tau"": 0.006205167444665816, ""n_chains"": 1, ""n_init"": 8, ""orchestrate_every"": 5, ""p_dream"": 0.0, ""rejection_streak"": 24, ""seed"": 5, ""sigma_fraction"": 0.022095999012449814, ""wide_sigma_fraction"": 0.3008503702038378}",,
lcbench_126025,lcbench,FMP,6,200,200,-98.72936248779297,-98.72936248779297,98.72936248779297,,True,1.090288600011263,0.10451099969213828,1.1025755999726243,10400.0,0.9857776003191248,98.72936248779297,200.0,-98.72936248779297,0.453125,0.0,0.0,0.0,36.0,1.0901085000368766,0.11677580012474209,0.9733326999121346,0.546875,0.4380952380952381,0.453125,0.47126436781609193,0.0,,"{""T_mcmc"": 0.05021528037835243, ""burnin_fraction"": 0.21939164151847443, ""bw_prior_strength"": 89.80956876532602, ""decoder"": ""soft"", ""emission_mu"": [-0.00946430696609267, 0.0946430696609267, 0.014196460449139003], ""emission_sigma"": [0.05678584179655601, 0.23660767415231673, 0.01892861393218534], ""explore_subsample"": false, ""hmm_window"": 12, ""kde_tau"": 0.006205167444665816, ""n_chains"": 1, ""n_init"": 8, ""orchestrate_every"": 5, ""p_dream"": 0.0, ""rejection_streak"": 24, ""seed"": 6, ""sigma_fraction"": 0.022095999012449814, ""wide_sigma_fraction"": 0.3008503702038378}",,
lcbench_126025,lcbench,FMP,7,200,200,-91.85543060302734,-91.85543060302734,91.85543060302734,,True,1.1015417000162415,0.10883649945026264,1.1120811000000685,10400.0,0.9927052005659789,91.85543060302734,200.0,-91.85543060302734,0.4947916666666667,0.0,0.0,0.0,36.0,1.1013727000099607,0.12176239950349554,0.9796103005064651,0.5989583333333334,0.5391304347826087,0.4010416666666667,0.42857142857142855,0.0,,"{""T_mcmc"": 0.05021528037835243, ""burnin_fraction"": 0.21939164151847443, ""bw_prior_strength"": 89.80956876532602, ""decoder"": ""soft"", ""emission_mu"": [-0.00946430696609267, 0.0946430696609267, 0.014196460449139003], ""emission_sigma"": [0.05678584179655601, 0.23660767415231673, 0.01892861393218534], ""explore_subsample"": false, ""hmm_window"": 12, ""kde_tau"": 0.006205167444665816, ""n_chains"": 1, ""n_init"": 8, ""orchestrate_every"": 5, ""p_dream"": 0.0, ""rejection_streak"": 24, ""seed"": 7, ""sigma_fraction"": 0.022095999012449814, ""wide_sigma_fraction"": 0.3008503702038378}",,
lcbench_126025,lcbench,FMP,8,200,200,-92.18013000488281,-92.18013000488281,92.18013000488281,,True,1.1219685999676585,0.11114919948158786,1.1338437999947928,10400.0,1.0108194004860707,92.18013000488281,200.0,-92.18013000488281,0.53125,0.0,0.0,0.0,36.0,1.1217990000150166,0.1235576004255563,0.9982413995894603,0.5833333333333334,0.5714285714285714,0.4166666666666667,0.475,0.0,,"{""T_mcmc"": 0.05021528037835243, ""burnin_fraction"": 0.21939164151847443, ""bw_prior_strength"": 89.80956876532602, ""decoder"": ""soft"", ""emission_mu"": [-0.00946430696609267, 0.0946430696609267, 0.014196460449139003], ""emission_sigma"": [0.05678584179655601, 0.23660767415231673, 0.01892861393218534], ""explore_subsample"": false, ""hmm_window"": 12, ""kde_tau"": 0.006205167444665816, ""n_chains"": 1, ""n_init"": 8, ""orchestrate_every"": 5, ""p_dream"": 0.0, ""rejection_streak"": 24, ""seed"": 8, ""sigma_fraction"": 0.022095999012449814, ""wide_sigma_fraction"": 0.3008503702038378}",,
lcbench_126025,lcbench,FMP,9,200,200,-96.91547393798828,-96.91547393798828,96.91547393798828,,True,1.1071116999955848,0.11008000012952834,1.1196353999548592,10400.0,0.9970316998660564,96.91547393798828,200.0,-96.91547393798828,0.4739583333333333,0.0,0.0,0.0,36.0,1.1069200999918394,0.12283489987021312,0.9840852001216263,0.53125,0.5098039215686274,0.46875,0.43333333333333335,0.0,,"{""T_mcmc"": 0.05021528037835243, ""burnin_fraction"": 0.21939164151847443, ""bw_prior_strength"": 89.80956876532602, ""decoder"": ""soft"", ""emission_mu"": [-0.00946430696609267, 0.0946430696609267, 0.014196460449139003], ""emission_sigma"": [0.05678584179655601, 0.23660767415231673, 0.01892861393218534], ""explore_subsample"": false, ""hmm_window"": 12, ""kde_tau"": 0.006205167444665816, ""n_chains"": 1, ""n_init"": 8, ""orchestrate_every"": 5, ""p_dream"": 0.0, ""rejection_streak"": 24, ""seed"": 9, ""sigma_fraction"": 0.022095999012449814, ""wide_sigma_fraction"": 0.3008503702038378}",,
lcbench_126025,lcbench,FMP,10,200,200,-90.19947814941406,-90.19947814941406,90.19947814941406,,True,1.103334600047674,0.10837039991747588,1.1145223999628797,10400.0,0.9949642001301982,90.19947814941406,200.0,-90.19947814941406,0.5208333333333334,0.0,0.0,0.0,36.0,1.103162900020834,0.12082170002395287,0.9823411999968812,0.578125,0.5585585585585585,0.421875,0.4691358024691358,0.0,,"{""T_mcmc"": 0.05021528037835243, ""burnin_fraction"": 0.21939164151847443, ""bw_prior_strength"": 89.80956876532602, ""decoder"": ""soft"", ""emission_mu"": [-0.00946430696609267, 0.0946430696609267, 0.014196460449139003], ""emission_sigma"": [0.05678584179655601, 0.23660767415231673, 0.01892861393218534], ""explore_subsample"": false, ""hmm_window"": 12, ""kde_tau"": 0.006205167444665816, ""n_chains"": 1, ""n_init"": 8, ""orchestrate_every"": 5, ""p_dream"": 0.0, ""rejection_streak"": 24, ""seed"": 10, ""sigma_fraction"": 0.022095999012449814, ""wide_sigma_fraction"": 0.3008503702038378}",,
lcbench_126025,lcbench,FMP,11,200,200,-91.69579315185547,-91.69579315185547,91.69579315185547,,True,1.119633900001645,0.10641020035836846,1.1299283999833278,10400.0,1.0132236996432766,91.69579315185547,200.0,-91.69579315185547,0.5208333333333334,0.0,0.0,0.0,36.0,1.1195134000154212,0.11883070011390373,1.0006826999015175,0.5677083333333334,0.5504587155963303,0.4322916666666667,0.4819277108433735,0.0,,"{""T_mcmc"": 0.05021528037835243, ""burnin_fraction"": 0.21939164151847443, ""bw_prior_strength"": 89.80956876532602, ""decoder"": ""soft"", ""emission_mu"": [-0.00946430696609267, 0.0946430696609267, 0.014196460449139003], ""emission_sigma"": [0.05678584179655601, 0.23660767415231673, 0.01892861393218534], ""explore_subsample"": false, ""hmm_window"": 12, ""kde_tau"": 0.006205167444665816, ""n_chains"": 1, ""n_init"": 8, ""orchestrate_every"": 5, ""p_dream"": 0.0, ""rejection_streak"": 24, ""seed"": 11, ""sigma_fraction"": 0.022095999012449814, ""wide_sigma_fraction"": 0.3008503702038378}",,
lcbench_126025,lcbench,FMP,12,200,200,-92.0624008178711,-92.0624008178711,92.0624008178711,,True,1.0863195999991149,0.10502079990692437,1.099001099995803,10400.0,0.9812988000921905,92.0624008178711,200.0,-92.0624008178711,0.4947916666666667,0.0,0.0,0.0,36.0,1.0861329999752343,0.11714700039010495,0.9689859995851293,0.5520833333333334,0.5471698113207547,0.4479166666666667,0.43023255813953487,0.0,,"{""T_mcmc"": 0.05021528037835243, ""burnin_fraction"": 0.21939164151847443, ""bw_prior_strength"": 89.80956876532602, ""decoder"": ""soft"", ""emission_mu"": [-0.00946430696609267, 0.0946430696609267, 0.014196460449139003], ""emission_sigma"": [0.05678584179655601, 0.23660767415231673, 0.01892861393218534], ""explore_subsample"": false, ""hmm_window"": 12, ""kde_tau"": 0.006205167444665816, ""n_chains"": 1, ""n_init"": 8, ""orchestrate_every"": 5, ""p_dream"": 0.0, ""rejection_streak"": 24, ""seed"": 12, ""sigma_fraction"": 0.022095999012449814, ""wide_sigma_fraction"": 0.3008503702038378}",,
lcbench_126025,lcbench,FMP,13,200,200,-91.52594757080078,-91.52594757080078,91.52594757080078,,True,1.0774126999895088,0.10141059977468103,1.0859795999713242,10400.0,0.9760021002148278,91.52594757080078,200.0,-91.52594757080078,0.484375,0.0,0.0,0.0,36.0,1.0772607999970205,0.11355469981208444,0.9637061001849361,0.578125,0.43243243243243246,0.421875,0.5555555555555556,0.0,,"{""T_mcmc"": 0.05021528037835243, ""burnin_fraction"": 0.21939164151847443, ""bw_prior_strength"": 89.80956876532602, ""decoder"": ""soft"", ""emission_mu"": [-0.00946430696609267, 0.0946430696609267, 0.014196460449139003], ""emission_sigma"": [0.05678584179655601, 0.23660767415231673, 0.01892861393218534], ""explore_subsample"": false, ""hmm_window"": 12, ""kde_tau"": 0.006205167444665816, ""n_chains"": 1, ""n_init"": 8, ""orchestrate_every"": 5, ""p_dream"": 0.0, ""rejection_streak"": 24, ""seed"": 13, ""sigma_fraction"": 0.022095999012449814, ""wide_sigma_fraction"": 0.3008503702038378}",,
lcbench_126025,lcbench,FMP,14,200,200,-96.65149688720703,-96.65149688720703,96.65149688720703,,True,1.0775749000022188,0.10414959979243577,1.0892618000507355,10400.0,0.973425300209783,96.65149688720703,200.0,-96.65149688720703,0.484375,0.0,0.0,0.0,36.0,1.077405699994415,0.11640250030905008,0.961003199685365,0.546875,0.4666666666666667,0.453125,0.5057471264367817,0.0,,"{""T_mcmc"": 0.05021528037835243, ""burnin_fraction"": 0.21939164151847443, ""bw_prior_strength"": 89.80956876532602, ""decoder"": ""soft"", ""emission_mu"": [-0.00946430696609267, 0.0946430696609267, 0.014196460449139003], ""emission_sigma"": [0.05678584179655601, 0.23660767415231673, 0.01892861393218534], ""explore_subsample"": false, ""hmm_window"": 12, ""kde_tau"": 0.006205167444665816, ""n_chains"": 1, ""n_init"": 8, ""orchestrate_every"": 5, ""p_dream"": 0.0, ""rejection_streak"": 24, ""seed"": 14, ""sigma_fraction"": 0.022095999012449814, ""wide_sigma_fraction"": 0.3008503702038378}",,
lcbench_126025,lcbench,FMP,15,200,200,-91.86209106445312,-91.86209106445312,91.86209106445312,,True,1.027992199989967,0.09712559951003641,1.0402881999616511,10400.0,0.9308666004799306,91.86209106445312,200.0,-91.86209106445312,0.484375,0.0,0.0,0.0,36.0,1.0278170999954455,0.10856629954650998,0.9192508004489355,0.5833333333333334,0.5267857142857143,0.4166666666666667,0.425,0.0,,"{""T_mcmc"": 0.05021528037835243, ""burnin_fraction"": 0.21939164151847443, ""bw_prior_strength"": 89.80956876532602, ""decoder"": ""soft"", ""emission_mu"": [-0.00946430696609267, 0.0946430696609267, 0.014196460449139003], ""emission_sigma"": [0.05678584179655601, 0.23660767415231673, 0.01892861393218534], ""explore_subsample"": false, ""hmm_window"": 12, ""kde_tau"": 0.006205167444665816, ""n_chains"": 1, ""n_init"": 8, ""orchestrate_every"": 5, ""p_dream"": 0.0, ""rejection_streak"": 24, ""seed"": 15, ""sigma_fraction"": 0.022095999012449814, ""wide_sigma_fraction"": 0.3008503702038378}",,
lcbench_126025,lcbench,FMP,16,200,200,-90.44860076904297,-90.44860076904297,90.44860076904297,,True,1.0418008000124246,0.09880590008106083,1.0542433999944478,10400.0,0.9429948999313638,90.44860076904297,200.0,-90.44860076904297,0.4895833333333333,0.0,0.0,0.0,36.0,1.041626299964264,0.11071960011031479,0.9309066998539492,0.6666666666666666,0.484375,0.3333333333333333,0.5,0.0,,"{""T_mcmc"": 0.05021528037835243, ""burnin_fraction"": 0.21939164151847443, ""bw_prior_strength"": 89.80956876532602, ""decoder"": ""soft"", ""emission_mu"": [-0.00946430696609267, 0.0946430696609267, 0.014196460449139003], ""emission_sigma"": [0.05678584179655601, 0.23660767415231673, 0.01892861393218534], ""explore_subsample"": false, ""hmm_window"": 12, ""kde_tau"": 0.006205167444665816, ""n_chains"": 1, ""n_init"": 8, ""orchestrate_every"": 5, ""p_dream"": 0.0, ""rejection_streak"": 24, ""seed"": 16, ""sigma_fraction"": 0.022095999012449814, ""wide_sigma_fraction"": 0.3008503702038378}",,
lcbench_126025,lcbench,FMP,17,200,200,-97.03903198242188,-97.03903198242188,97.03903198242188,,True,1.0231712000095285,0.09759190009208396,1.0346848999615759,10400.0,0.9255792999174446,97.03903198242188,200.0,-97.03903198242188,0.484375,0.0,0.0,0.0,36.0,1.022994099999778,0.10941759991692379,0.9135765000828542,0.5104166666666666,0.45918367346938777,0.4895833333333333,0.5106382978723404,0.0,,"{""T_mcmc"": 0.05021528037835243, ""burnin_fraction"": 0.21939164151847443, ""bw_prior_strength"": 89.80956876532602, ""decoder"": ""soft"", ""emission_mu"": [-0.00946430696609267, 0.0946430696609267, 0.014196460449139003], ""emission_sigma"": [0.05678584179655601, 0.23660767415231673, 0.01892861393218534], ""explore_subsample"": false, ""hmm_window"": 12, ""kde_tau"": 0.006205167444665816, ""n_chains"": 1, ""n_init"": 8, ""orchestrate_every"": 5, ""p_dream"": 0.0, ""rejection_streak"": 24, ""seed"": 17, ""sigma_fraction"": 0.022095999012449814, ""wide_sigma_fraction"": 0.3008503702038378}",,
lcbench_126025,lcbench,FMP,18,200,200,-92.15340423583984,-92.15340423583984,92.15340423583984,,True,1.0632498000049964,0.09958630037726834,1.0753153000259772,10400.0,0.963663499627728,92.15340423583984,200.0,-92.15340423583984,0.6041666666666666,0.0,0.0,0.0,36.0,1.0630789000424556,0.11140270053874701,0.9516761995037086,0.640625,0.6097560975609756,0.359375,0.5942028985507246,0.0,,"{""T_mcmc"": 0.05021528037835243, ""burnin_fraction"": 0.21939164151847443, ""bw_prior_strength"": 89.80956876532602, ""decoder"": ""soft"", ""emission_mu"": [-0.00946430696609267, 0.0946430696609267, 0.014196460449139003], ""emission_sigma"": [0.05678584179655601, 0.23660767415231673, 0.01892861393218534], ""explore_subsample"": false, ""hmm_window"": 12, ""kde_tau"": 0.006205167444665816, ""n_chains"": 1, ""n_init"": 8, ""orchestrate_every"": 5, ""p_dream"": 0.0, ""rejection_streak"": 24, ""seed"": 18, ""sigma_fraction"": 0.022095999012449814, ""wide_sigma_fraction"": 0.3008503702038378}",,
lcbench_126025,lcbench,FMP,19,200,200,-91.44463348388672,-91.44463348388672,91.44463348388672,,True,1.065929899981711,0.10056810011155903,1.0802748000132851,10400.0,0.965361799870152,91.44463348388672,200.0,-91.44463348388672,0.5260416666666666,0.0,0.0,0.0,36.0,1.0657517000217922,0.11239490029402077,0.9533567997277714,0.578125,0.5225225225225225,0.421875,0.5308641975308642,0.0,,"{""T_mcmc"": 0.05021528037835243, ""burnin_fraction"": 0.21939164151847443, ""bw_prior_strength"": 89.80956876532602, ""decoder"": ""soft"", ""emission_mu"": [-0.00946430696609267, 0.0946430696609267, 0.014196460449139003], ""emission_sigma"": [0.05678584179655601, 0.23660767415231673, 0.01892861393218534], ""explore_subsample"": false, ""hmm_window"": 12, ""kde_tau"": 0.006205167444665816, ""n_chains"": 1, ""n_init"": 8, ""orchestrate_every"": 5, ""p_dream"": 0.0, ""rejection_streak"": 24, ""seed"": 19, ""sigma_fraction"": 0.022095999012449814, ""wide_sigma_fraction"": 0.3008503702038378}",,
lcbench_126025,lcbench,FMP_DREAM,0,200,200,-91.64543151855469,-91.64543151855469,91.64543151855469,,True,0.8284304999979213,0.09541040001204237,0.8413396999821998,10400.0,0.7330200999858789,91.64543151855469,200.0,-91.64543151855469,0.265625,0.7760416666666666,0.0,0.0,36.0,0.8282517999759875,0.10793080000439659,0.7203209999715909,0.34375,0.2727272727272727,0.65625,0.2619047619047619,0.0,,"{""T_mcmc"": 0.05021528037835243, ""burnin_fraction"": 0.21939164151847443, ""bw_prior_strength"": 89.80956876532602, ""decoder"": ""soft"", ""emission_mu"": [-0.00946430696609267, 0.0946430696609267, 0.014196460449139003], ""emission_sigma"": [0.05678584179655601, 0.23660767415231673, 0.01892861393218534], ""explore_subsample"": false, ""hmm_window"": 12, ""kde_tau"": 0.006205167444665816, ""n_chains"": 1, ""n_init"": 8, ""orchestrate_every"": 5, ""p_dream"": 0.7412354684077219, ""rejection_streak"": 24, ""seed"": 0, ""sigma_fraction"": 0.022095999012449814, ""wide_sigma_fraction"": 0.3008503702038378}",,
