task,suite,method,seed,n_evals,best_loss,acceptance_rate,kernel_fraction_dream,n_rescues,n_reseeds,n_bw_refits,time_total,time_objective,time_overhead,frac_exploit,acc_exploit,frac_explore,acc_explore,frac_trapped,acc_trapped
cat__ackley_10d,cat,FMP_DREAM,0,500,8.975614274181952,0.14634146341463414,0.7215447154471545,0,0,96,2.989203000004636,0.03329219993611332,2.955910800068523,0.4613821138211382,0.13215859030837004,0.5264227642276422,0.15444015444015444,0.012195121951219513,0.3333333333333333
cat__ackley_10d,cat,FMP_DREAM,1,500,8.37903911833263,0.11991869918699187,0.7520325203252033,0,0,96,2.9277932999975746,0.03298589990299661,2.894807400094578,0.20934959349593496,0.05825242718446602,0.7703252032520326,0.13192612137203166,0.02032520325203252,0.3
cat__ackley_10d,cat,FMP_DREAM,2,500,8.185401315180481,0.1443089430894309,0.75,0,0,96,2.9712747000012314,0.035242099955212325,2.936032600046019,0.23983739837398374,0.17796610169491525,0.7601626016260162,0.13368983957219252,0.0,
cat__ackley_10d,cat,FMP_DREAM,3,500,11.21046663660663,0.14227642276422764,0.7398373983739838,0,0,96,2.88053619999846,0.033345799703965895,2.847190400294494,0.1951219512195122,0.17708333333333334,0.7967479674796748,0.1326530612244898,0.008130081300813009,0.25
cat__ackley_10d,cat,FMP_DREAM,4,500,7.4597287544006186,0.11178861788617886,0.733739837398374,0,0,96,2.9032145000091987,0.0347858002060093,2.8684286998031894,0.1402439024390244,0.08695652173913043,0.8455284552845529,0.11057692307692307,0.014227642276422764,0.42857142857142855
cat__ackley_10d,cat,FMP_DREAM,5,500,8.673722945678575,0.13821138211382114,0.7540650406504065,0,0,96,3.0259992000064813,0.03747900007874705,2.988520199927734,0.2886178861788618,0.09154929577464789,0.7032520325203252,0.15606936416184972,0.008130081300813009,0.25
cat__ackley_10d,cat,FMP_DREAM,6,500,7.925018622076944,0.13211382113821138,0.741869918699187,0,0,96,2.9216367000044556,0.035044199888943695,2.886592500115512,0.18495934959349594,0.12087912087912088,0.7967479674796748,0.12755102040816327,0.018292682926829267,0.4444444444444444
cat__ackley_10d,cat,FMP_DREAM,7,500,10.398838414925466,0.13008130081300814,0.7296747967479674,0,0,96,3.0170024999970337,0.036011099902680144,2.9809914000943536,0.2703252032520325,0.12781954887218044,0.7195121951219512,0.1271186440677966,0.01016260162601626,0.4
cat__ackley_10d,cat,FMP_DREAM,8,500,9.608511759781482,0.16666666666666666,0.717479674796748,0,0,96,2.821541699988302,0.03229350005858578,2.789248199929716,0.20528455284552846,0.2079207920792079,0.7804878048780488,0.15104166666666666,0.014227642276422764,0.42857142857142855
cat__ackley_10d,cat,FMP_DREAM,9,500,8.865031482242905,0.17276422764227642,0.7459349593495935,0,0,96,2.6952482999913627,0.03217550026602112,2.6630727997253416,0.34146341463414637,0.16071428571428573,0.6402439024390244,0.1746031746031746,0.018292682926829267,0.3333333333333333
