suite,task,method,mean,std,sem,median,q25,q75,n
cat,cat__ackley_10d,L1_K1_VITERBI_SUB,5.017588707249554,1.1322350825997134,0.35804417077639733,5.03454280765186,4.502577754103851,5.921295332447595,10
cat,cat__ackley_10d,L2_K4_ORCH,7.177334064353952,0.7609992540830889,0.24064909405917523,6.905612972576474,6.754383673066767,7.790854200856979,10
cat,cat__ackley_10d,L3_NOSUB,8.00333017252505,1.6528033754451417,0.5226623190821061,7.9273407335534385,7.495471385898882,8.206204561678925,10
cat,cat__ackley_10d,L4_SOFT,6.223109473598269,1.1777498665640849,0.3724372092301895,6.225542889995852,5.651101238543449,6.811936827589331,10
cat,cat__ackley_10d,L5_DREAM,9.035237695625117,1.6414335223020433,0.5190668558227248,8.967472920803568,8.041182812478725,9.122678028486533,10
cat,cat__ackley_10d,L5_DREAM_LEGACYKERNEL,8.86391334093154,2.072628692959024,0.6554227413568308,9.080825100392726,7.763766504146634,9.788048465824701,10
cat,cat__levy_10d,L1_K1_VITERBI_SUB,10.124513567677726,4.404219163178613,1.3927363870205205,9.554481696385782,8.088487932088793,12.738583009536068,10
cat,cat__levy_10d,L2_K4_ORCH,4.944935156088884,2.2561968154332064,0.7134720786387467,4.897749141808201,4.252164602851115,5.71619472448931,10
cat,cat__levy_10d,L3_NOSUB,2.091390145335148,1.1203557734524774,0.35428760338294346,2.0521084651514148,1.2265979348888643,2.973081338441559,10
cat,cat__levy_10d,L4_SOFT,2.705058640241351,2.0030972628136685,0.6334349725340093,2.2888299172823414,1.7510633939202775,2.6134481141981545,10
cat,cat__levy_10d,L5_DREAM,2.220276124374654,1.0592330582799532,0.33495890371105275,1.9099826123114552,1.4298394274219268,2.580202009459656,10
cat,cat__levy_10d,L5_DREAM_LEGACYKERNEL,2.6389757888200673,0.6600223349942631,0.20871738851645288,2.323585840569598,2.2555606408711504,2.7891649984681797,10
cat,cat__rastrigin_10d,L1_K1_VITERBI_SUB,37.002613217825925,7.5670625268048,2.392915278161211,35.73407769006214,32.25235251665197,40.284243661337925,10
cat,cat__rastrigin_10d,L2_K4_ORCH,51.39357445833849,12.366284903762201,3.9105626490444676,53.48143821089571,42.105960163113366,61.65403716147256,10
cat,cat__rastrigin_10d,L3_NOSUB,59.61709555307042,4.2928131181792235,1.3575067022895924,59.56978626565294,57.531768433443894,62.41767498074292,10
cat,cat__rastrigin_10d,L4_SOFT,63.348960751863466,8.055639629182986,2.5474169237732442,63.92672708135984,59.08367558669444,67.52127669666287,10
cat,cat__rastrigin_10d,L5_DREAM,65.3196201404865,16.59209674830895,5.24688168825298,71.18186302845292,58.74288280372851,76.48281572824622,10
cat,cat__rastrigin_10d,L5_DREAM_LEGACYKERNEL,63.68848426548086,6.466471523107785,2.0448778437638744,66.5378374967255,61.810479653107066,67.76808029283802,10
cat,cat__schwefel_10d,L1_K1_VITERBI_SUB,1336.3768797385335,311.81506612888035,98.60458177232842,1440.3073600996768,1032.2217701368136,1586.7796722376665,10
cat,cat__schwefel_10d,L2_K4_ORCH,1068.2051073821108,279.35045156345996,88.33836923370782,1105.146113987272,821.8233300455685,1268.8064624228093,10
cat,cat__schwefel_10d,L3_NOSUB,1596.6066817605295,357.5207075760838,113.05797466154418,1577.0156526051057,1402.1053885075744,1784.8739931801806,10
cat,cat__schwefel_10d,L4_SOFT,1321.4852581398234,264.0061558533841,83.4860768802088,1413.6152822694003,1194.7713237153575,1469.883036077577,10
cat,cat__schwefel_10d,L5_DREAM,1528.841502048461,348.7454221138092,110.28298574364904,1451.7931953580028,1262.4102418341308,1654.383851450215,10
cat,cat__schwefel_10d,L5_DREAM_LEGACYKERNEL,1614.4186891874908,207.79688009298053,65.71114317707197,1568.8700027153843,1432.0585153217658,1806.630741837167,10
cat,cat__sphere_10d,L1_K1_VITERBI_SUB,1.407588609524145,0.6966599415819787,0.22030321699988992,1.2498667732143751,0.8264866020255431,1.9655691849150791,10
cat,cat__sphere_10d,L2_K4_ORCH,1.7257469336345352,0.5955811840858353,0.1883393073251268,1.7304254185369015,1.3387487087561827,1.8917599982748503,10
cat,cat__sphere_10d,L3_NOSUB,1.0202482586909551,0.5788540358227663,0.1830497185980641,0.9730599954806076,0.6049512089718587,1.2422892254328284,10
cat,cat__sphere_10d,L4_SOFT,1.1465304921063686,0.668546379837485,0.21141292817465224,1.1774197282174659,0.6646602867606886,1.2491697090143383,10
cat,cat__sphere_10d,L5_DREAM,2.150716710109391,1.327335665994431,0.41974039241189065,2.2033745949956263,1.0757146767995662,2.9821949283827394,10
cat,cat__sphere_10d,L5_DREAM_LEGACYKERNEL,2.3804591003821893,1.1042638008564436,0.34919887483809553,1.904110378668769,1.6199736202325532,3.1197705710307178,10
cont,cont__ackley_10d,L1_K1_VITERBI_SUB,7.721199459689084,6.172748470099878,1.9519944588835383,4.850581055337081,4.490594883710311,5.550213662260685,10
cont,cont__ackley_10d,L2_K4_ORCH,7.203171320005454,1.5409082816008304,0.4872779835274752,7.480758434651352,6.6082087376990835,7.965374711145948,10
cont,cont__ackley_10d,L3_NOSUB,7.9795130036221495,1.2368999513833943,0.3911421084123062,7.847224173977265,6.939345446010408,9.094380152584296,10
cont,cont__ackley_10d,L4_SOFT,6.7167319262312635,0.7984057146188434,0.25247805550899377,6.73176416511613,6.398917732340118,6.9950476045905265,10
cont,cont__ackley_10d,L5_DREAM,9.461511922026842,1.5258472463811523,0.48251526600605554,9.673004732575631,8.851579939846017,10.470607361997939,10
cont,cont__ackley_10d,L5_DREAM_LEGACYKERNEL,9.461511922026842,1.5258472463811523,0.48251526600605554,9.673004732575631,8.851579939846017,10.470607361997939,10
cont,cont__griewank_10d,L1_K1_VITERBI_SUB,4.8842091190077195,1.821722730296303,0.5760793093036944,4.592962154776645,3.7157232947131713,6.157348405835805,10
cont,cont__griewank_10d,L2_K4_ORCH,4.989419371776697,2.0540735525911726,0.6495550907701764,4.663034121332027,4.069748740128725,5.899919798396665,10
cont,cont__griewank_10d,L3_NOSUB,5.630029457511702,2.5791890761611045,0.815611199689458,4.637021904849029,4.267487795675731,5.881228636751508,10
cont,cont__griewank_10d,L4_SOFT,3.8044736440279614,1.0717580930708221,0.3389196674822524,3.754726343444303,3.1740324508232263,4.245944465361772,10
cont,cont__griewank_10d,L5_DREAM,6.774272314034374,1.6649837741056284,0.5265140993397064,6.5064656755921995,5.91415554620767,7.089805583138014,10
cont,cont__griewank_10d,L5_DREAM_LEGACYKERNEL,6.774272314034374,1.6649837741056284,0.5265140993397064,6.5064656755921995,5.91415554620767,7.089805583138014,10
cont,cont__levy_10d,L1_K1_VITERBI_SUB,10.819359710691439,5.135475506768958,1.6239799469397362,12.709516879559647,7.678062611146961,13.374362980227387,10
cont,cont__levy_10d,L2_K4_ORCH,5.358150066614896,2.877038836068118,0.9097995638735046,5.235568336484388,3.3941705975089853,7.090560072514931,10
cont,cont__levy_10d,L3_NOSUB,2.7369486802319747,1.7991810535962554,0.5689510052385646,2.486803855201822,1.4024415350790025,3.5645326385262335,10
cont,cont__levy_10d,L4_SOFT,2.1986842540061513,1.3924141896536049,0.44032002856430513,2.002884827159752,1.308945336990715,2.33940187552374,10
cont,cont__levy_10d,L5_DREAM,3.2064872463232335,1.6165847092038554,0.5112089711685148,2.6942702777770178,2.045307652231654,4.63297126077497,10
cont,cont__levy_10d,L5_DREAM_LEGACYKERNEL,3.2064872463232335,1.6165847092038554,0.5112089711685148,2.6942702777770178,2.045307652231654,4.63297126077497,10
cont,cont__michalewicz_10d,L1_K1_VITERBI_SUB,-6.660205531517205,0.5628911929296514,0.17800182445069665,-6.754466926752013,-6.931245168363122,-6.479749113515145,10
cont,cont__michalewicz_10d,L2_K4_ORCH,-6.532930739543694,0.940926365547403,0.29754704256339787,-6.552177992219514,-7.034812043017587,-6.087218738178745,10
cont,cont__michalewicz_10d,L3_NOSUB,-4.968282652735577,0.7140570811540731,0.22580467558185643,-4.940109141740445,-5.128904691223745,-4.819534993383012,10
cont,cont__michalewicz_10d,L4_SOFT,-4.999254849300639,0.4758795229639356,0.15048631844004384,-5.080393494529703,-5.248504761902667,-4.937419112932778,10
cont,cont__michalewicz_10d,L5_DREAM,-5.3413229875411306,0.6778164894883238,0.21434439424026822,-5.170400871554483,-5.836068032778103,-4.861540981431883,10
cont,cont__michalewicz_10d,L5_DREAM_LEGACYKERNEL,-5.3413229875411306,0.6778164894883238,0.21434439424026822,-5.170400871554483,-5.836068032778103,-4.861540981431883,10
cont,cont__rastrigin_10d,L1_K1_VITERBI_SUB,39.482638666082956,9.77075028630847,3.0897825353477075,38.62615671420792,32.300346530300864,46.6041590548837,10
cont,cont__rastrigin_10d,L2_K4_ORCH,46.55715798784271,6.7099700739801404,2.1218788465345755,44.15475043665228,41.054145434622754,51.6596924604778,10
cont,cont__rastrigin_10d,L3_NOSUB,63.51820187941636,9.567822830906309,3.0256112394623993,65.04326057334399,60.26242443070644,68.55459218559197,10
cont,cont__rastrigin_10d,L4_SOFT,62.890965994294355,10.787572695359216,3.4113300141976843,60.720857384330714,57.429831075065565,63.97806469934491,10
cont,cont__rastrigin_10d,L5_DREAM,65.16616805833584,8.16014705911379,2.5804650748724236,61.85215621322983,59.777245675123076,72.90301776095774,10
cont,cont__rastrigin_10d,L5_DREAM_LEGACYKERNEL,65.16616805833584,8.16014705911379,2.5804650748724236,61.85215621322983,59.777245675123076,72.90301776095774,10
cont,cont__rosenbrock_10d,L1_K1_VITERBI_SUB,27.848662592910948,18.678899045793358,5.906786516905279,22.052327782373006,15.098742223335343,32.11935711473425,10
cont,cont__rosenbrock_10d,L2_K4_ORCH,14.788731419833331,4.8557892240244405,1.5355353785618837,13.512148091179338,10.982691567864933,19.341783411494237,10
cont,cont__rosenbrock_10d,L3_NOSUB,16.726760232671065,6.969932224599971,2.2040860966740183,13.332470072310539,11.654327525689064,20.275543616961773,10
cont,cont__rosenbrock_10d,L4_SOFT,13.719075000300467,4.501395854125871,1.4234663549076803,12.872276695491468,11.014499513893096,15.24048999505672,10
cont,cont__rosenbrock_10d,L5_DREAM,18.313302646628863,5.826704265408459,1.842565673090897,17.949036690153086,12.89405684120639,21.80195785479972,10
cont,cont__rosenbrock_10d,L5_DREAM_LEGACYKERNEL,18.313302646628863,5.826704265408459,1.842565673090897,17.949036690153086,12.89405684120639,21.80195785479972,10
cont,cont__schwefel_10d,L1_K1_VITERBI_SUB,1183.1622320908245,396.59367297618,125.41393122166977,1207.0737374766484,864.4305513112997,1320.8682419580173,10
cont,cont__schwefel_10d,L2_K4_ORCH,1203.9222611091136,302.7680705058418,95.74367055729087,1270.4820873321084,1014.6066432160067,1456.738754615283,10
cont,cont__schwefel_10d,L3_NOSUB,1434.9077312215456,368.7195280911896,116.5993526550596,1517.2980925555141,1211.7314814246051,1733.7973288468158,10
cont,cont__schwefel_10d,L4_SOFT,1560.9866733303297,258.48432585747213,81.7399209162768,1586.7987387492653,1455.500818224552,1717.9576354902874,10
cont,cont__schwefel_10d,L5_DREAM,1535.2332938706263,283.1928815086451,89.55345227134991,1586.7826920665216,1544.2713420588088,1691.4533172005335,10
cont,cont__schwefel_10d,L5_DREAM_LEGACYKERNEL,1535.2332938706263,283.1928815086451,89.55345227134991,1586.7826920665216,1544.2713420588088,1691.4533172005335,10
cont,cont__sphere_10d,L1_K1_VITERBI_SUB,1.207417704719098,0.6544820203675967,0.20696538719903174,1.0574342132944106,0.691818897667515,1.5151697813485188,10
cont,cont__sphere_10d,L2_K4_ORCH,1.2223337100948,0.6690522484566348,0.21157289787798403,1.0174793962864035,0.8542988246320857,1.5972923951062135,10
cont,cont__sphere_10d,L3_NOSUB,1.185308567170111,0.38810478020346445,0.12272950762419746,1.0982992126380333,0.9275432802062166,1.4052902518331272,10
cont,cont__sphere_10d,L4_SOFT,0.9945015617948542,0.5432064950249621,0.17177697640758038,0.8909299905359787,0.664950796363775,1.236742937063049,10
cont,cont__sphere_10d,L5_DREAM,1.582956563774237,0.5891656735630605,0.1863105447646522,1.5087410993924055,1.173671558912858,2.1002014156050657,10
cont,cont__sphere_10d,L5_DREAM_LEGACYKERNEL,1.582956563774237,0.5891656735630605,0.1863105447646522,1.5087410993924055,1.173671558912858,2.1002014156050657,10
cont,cont__styblinski_tang_10d,L1_K1_VITERBI_SUB,-333.8671468776172,23.050573803842845,7.289231459395468,-336.01927695495135,-343.60937617241075,-319.9369056034269,10
cont,cont__styblinski_tang_10d,L2_K4_ORCH,-350.39520144792664,17.713649052482044,5.601547667872672,-351.6201365070697,-356.4824561846394,-334.7988055151802,10
cont,cont__styblinski_tang_10d,L3_NOSUB,-356.7699275751862,17.3854469456987,5.497761048842554,-358.9131344122379,-365.39567139366056,-355.2950808315634,10
cont,cont__styblinski_tang_10d,L4_SOFT,-354.97259979205694,17.71492526452858,5.601951241557118,-350.2741311473961,-369.7598587008771,-343.664058156815,10
cont,cont__styblinski_tang_10d,L5_DREAM,-345.46513683405607,11.617117886362271,3.6736552367585937,-345.25222978363354,-352.53304702102645,-337.61574438769253,10
cont,cont__styblinski_tang_10d,L5_DREAM_LEGACYKERNEL,-345.46513683405607,11.617117886362271,3.6736552367585937,-345.25222978363354,-352.53304702102645,-337.61574438769253,10
lcbench,lcbench_126025,L1_K1_VITERBI_SUB,-93.4552978515625,3.58875154194625,1.134862882899145,-92.95047760009766,-96.04296684265137,-90.70121192932129,10
lcbench,lcbench_126025,L2_K4_ORCH,-94.60254974365235,3.3092246434064894,1.046468716232301,-95.28732299804688,-97.47907066345215,-91.46299743652344,10
lcbench,lcbench_126025,L3_NOSUB,-93.51401290893554,3.6913736418543937,1.1673148402970543,-91.74477767944336,-96.90931701660156,-91.46678161621094,10
lcbench,lcbench_126025,L4_SOFT,-93.51649627685546,3.4501490018804617,1.0910329112898816,-91.87260818481445,-96.65205192565918,-91.7850341796875,10
lcbench,lcbench_126025,L5_DREAM,-94.16900863647462,3.163232864732591,1.00030206220543,-92.31793975830078,-97.37320709228516,-91.67987632751465,10
lcbench,lcbench_126025,L5_DREAM_LEGACYKERNEL,-95.08944702148438,3.0660337534638296,0.9695650043900872,-95.12785720825195,-98.03535270690918,-92.41397285461426,10
lcbench,lcbench_126026,L1_K1_VITERBI_SUB,-97.65204162597657,1.2826650763080354,0.4056143116287068,-97.68571472167969,-98.72607421875,-96.66078186035156,10
lcbench,lcbench_126026,L2_K4_ORCH,-98.31644210815429,0.974818344332866,0.3082646273006152,-98.43568801879883,-98.96659469604492,-97.67739295959473,10
lcbench,lcbench_126026,L3_NOSUB,-98.6039535522461,0.9884933489032512,0.31258904344617783,-99.0740737915039,-99.29317474365234,-97.62495613098145,10
lcbench,lcbench_126026,L4_SOFT,-98.58937072753906,0.9612485686134129,0.3039734874395028,-98.69172668457031,-99.45296669006348,-97.73490333557129,10
lcbench,lcbench_126026,L5_DREAM,-99.12087478637696,0.6408243366913539,0.2026464484011287,-99.40071487426758,-99.47401237487793,-98.99008369445801,10
lcbench,lcbench_126026,L5_DREAM_LEGACYKERNEL,-99.44160079956055,0.18849052093969143,0.0596059363521088,-99.46803665161133,-99.54936408996582,-99.33514213562012,10
lcbench,lcbench_126029,L1_K1_VITERBI_SUB,-94.31071853637695,2.327797417106351,0.7361141769513069,-94.6930046081543,-95.30607223510742,-92.4416675567627,10
lcbench,lcbench_126029,L2_K4_ORCH,-94.84635848999024,1.4904734116728606,0.4713290772808037,-94.6576156616211,-94.97566413879395,-94.47759819030762,10
lcbench,lcbench_126029,L3_NOSUB,-94.83318328857422,1.5809213128308102,0.4999312150048938,-94.86076354980469,-94.91061592102051,-94.53496932983398,10
lcbench,lcbench_126029,L4_SOFT,-95.29836883544922,1.190487226028911,0.37646511595870513,-94.79455947875977,-95.51128578186035,-94.55201721191406,10
lcbench,lcbench_126029,L5_DREAM,-95.24319305419922,0.9328111524650832,0.2949807868596251,-94.94135284423828,-95.27699661254883,-94.67478942871094,10
lcbench,lcbench_126029,L5_DREAM_LEGACYKERNEL,-94.5979103088379,0.3715393959321823,0.11749107316287918,-94.51833724975586,-94.9635181427002,-94.34914016723633,10
lcbench,lcbench_146212,L1_K1_VITERBI_SUB,-98.3208854675293,0.5690228883069066,0.17994083678174222,-98.42589950561523,-98.70018768310547,-98.20024871826172,10
