method,time_total,time_objective,time_overhead,n_evals,overhead_per_eval_ms
L1_K1_VITERBI_SUB,3.1899403341373946,0.06257463930634348,3.127365694831051,396.55172413793105,7.886400447834824
L2_K4_ORCH,2.3730121437930363,0.059317167920255154,2.313694975872781,396.55172413793105,5.8345351565487515
L3_NOSUB,2.312411612413416,0.05881173206425015,2.253599880349166,396.55172413793105,5.682991002619636
L4_SOFT,2.4996336831041344,0.05915642552151031,2.440477257582624,396.55172413793105,6.15424699738227
L5_DREAM,1.6775722103448312,0.05888973173674333,1.6186824786080878,396.55172413793105,4.081894946055178
L5_DREAM_LEGACYKERNEL,1.6830527006904896,0.05645276103514961,1.6265999396553399,396.55172413793105,4.101860717391727
