task,suite,method,seed,n_evals,best_loss,acceptance_rate,kernel_fraction_dream,n_rescues,n_reseeds,n_bw_refits,time_total,time_objective,time_overhead,frac_exploit,acc_exploit,frac_explore,acc_explore,frac_trapped,acc_trapped
lcbench_126026,lcbench,FMP,11,200,-99.45399475097656,0.2543352601156069,0.0,1,3,20,0.6679037000285462,0.10517549957148731,0.5627282004570588,0.42196531791907516,0.1917808219178082,0.5780346820809249,0.3,0.0,
lcbench_126026,lcbench,FMP,12,200,-98.55138397216797,0.18604651162790697,0.0,2,3,17,0.5729361000121571,0.09089679986936972,0.4820393001427874,0.3313953488372093,0.15789473684210525,0.6104651162790697,0.20952380952380953,0.05813953488372093,0.1
lcbench_126026,lcbench,FMP,13,200,-99.50674438476562,0.23255813953488372,0.0,3,2,15,0.5983478999696672,0.10077819996513426,0.49756970000453293,0.36627906976744184,0.2222222222222222,0.627906976744186,0.23148148148148148,0.005813953488372093,1.0
lcbench_126026,lcbench,FMP,14,200,-99.5374984741211,0.2573099415204678,0.0,3,3,16,0.6354001000290737,0.10739660012768582,0.5280034999013878,0.52046783625731,0.20224719101123595,0.47368421052631576,0.30864197530864196,0.005847953216374269,1.0
lcbench_126026,lcbench,FMP,15,200,-99.67276000976562,0.19186046511627908,0.0,2,3,17,0.6559631999698468,0.10527770000044256,0.5506854999694042,0.5232558139534884,0.2111111111111111,0.4476744186046512,0.18181818181818182,0.029069767441860465,0.0
lcbench_126026,lcbench,FMP,16,200,-99.48094177246094,0.20348837209302326,0.0,2,3,18,0.6213523999904282,0.09388270031195134,0.5274696996784769,0.37790697674418605,0.12307692307692308,0.6104651162790697,0.24761904761904763,0.011627906976744186,0.5
lcbench_126026,lcbench,FMP,17,200,-99.41682434082031,0.16470588235294117,0.0,3,4,13,0.6100514999707229,0.10329939960502088,0.5067521003657021,0.4823529411764706,0.18292682926829268,0.5058823529411764,0.1511627906976744,0.011764705882352941,0.0
lcbench_126026,lcbench,FMP,18,200,-99.6210708618164,0.2222222222222222,0.0,2,4,17,0.6288524999981746,0.10268449981231242,0.5261680001858622,0.43859649122807015,0.21333333333333335,0.52046783625731,0.24719101123595505,0.04093567251461988,0.0
lcbench_126026,lcbench,FMP,19,200,-99.05681610107422,0.26011560693641617,0.0,2,2,20,0.6599114999989979,0.10333279997576028,0.5565787000232376,0.3815028901734104,0.2878787878787879,0.6011560693641619,0.2403846153846154,0.017341040462427744,0.3333333333333333
lcbench_126029,lcbench,FMP,0,200,-95.12256622314453,0.1791907514450867,0.0,2,2,17,0.5958621999598108,0.09898040001280606,0.49688179994700477,0.36416184971098264,0.1746031746031746,0.630057803468208,0.1834862385321101,0.005780346820809248,0.0
lcbench_126029,lcbench,FMP,1,200,-95.36817932128906,0.13372093023255813,0.0,3,2,16,0.564176200015936,0.09291480015963316,0.4712613998563029,0.37209302325581395,0.203125,0.5813953488372093,0.1,0.046511627906976744,0.0
lcbench_126029,lcbench,FMP,2,200,-96.71788024902344,0.11046511627906977,0.0,5,0,13,0.5839433000073768,0.09744270029477775,0.48650059971259907,0.22674418604651161,0.07692307692307693,0.6744186046511628,0.1206896551724138,0.09883720930232558,0.11764705882352941
lcbench_126029,lcbench,FMP,3,200,-95.29290008544922,0.10526315789473684,0.0,3,3,15,0.6212783000082709,0.10352509946096689,0.517753200547304,0.22807017543859648,0.1794871794871795,0.7017543859649122,0.09166666666666666,0.07017543859649122,0.0
lcbench_126029,lcbench,FMP,4,200,-94.9112548828125,0.16279069767441862,0.0,3,2,15,0.5684336999547668,0.09193410002626479,0.476499599928502,0.36627906976744184,0.20634920634920634,0.5813953488372093,0.14,0.05232558139534884,0.1111111111111111
lcbench_126029,lcbench,FMP,5,200,-94.46623992919922,0.22093023255813954,0.0,2,3,18,0.6099973999662325,0.10207040008390322,0.5079269998823293,0.3430232558139535,0.1864406779661017,0.6395348837209303,0.23636363636363636,0.01744186046511628,0.3333333333333333
lcbench_126029,lcbench,FMP,6,200,-96.8711166381836,0.10588235294117647,0.0,5,2,11,0.6023974000127055,0.10315000044647604,0.49924739956622943,0.3058823529411765,0.15384615384615385,0.6588235294117647,0.08035714285714286,0.03529411764705882,0.16666666666666666
lcbench_126029,lcbench,FMP,7,200,-95.38710021972656,0.23121387283236994,0.0,2,2,17,0.6246526999748312,0.09658419986953959,0.5280685001052916,0.3236994219653179,0.3392857142857143,0.6184971098265896,0.19626168224299065,0.057803468208092484,0.0
lcbench_126029,lcbench,FMP,8,200,-95.5673828125,0.14705882352941177,0.0,4,3,11,0.5675333000253886,0.09645109943812713,0.47108220058726147,0.2647058823529412,0.2222222222222222,0.6529411764705882,0.11711711711711711,0.08235294117647059,0.14285714285714285
lcbench_126029,lcbench,FMP,9,200,-95.05220031738281,0.14705882352941177,0.0,3,4,13,0.6348843000014313,0.11116450029658154,0.5237197997048497,0.35294117647058826,0.25,0.6235294117647059,0.09433962264150944,0.023529411764705882,0.0
lcbench_126029,lcbench,FMP,10,200,-94.85550689697266,0.13450292397660818,0.0,3,3,12,0.5482555000344291,0.09698339994065464,0.4512721000937745,0.38596491228070173,0.18181818181818182,0.5789473684210527,0.10101010101010101,0.03508771929824561,0.16666666666666666
lcbench_126029,lcbench,FMP,11,200,-95.50324249267578,0.21965317919075145,0.0,1,3,18,0.6327925000223331,0.09498859971063212,0.537803900311701,0.34104046242774566,0.2033898305084746,0.653179190751445,0.23008849557522124,0.005780346820809248,0.0
lcbench_126029,lcbench,FMP,12,200,-95.11893463134766,0.23391812865497075,0.0,4,2,14,0.5348848000285216,0.0910282003460452,0.44385659968247637,0.4327485380116959,0.24324324324324326,0.5555555555555556,0.22105263157894736,0.011695906432748537,0.5
lcbench_126029,lcbench,FMP,13,200,-94.38987731933594,0.21511627906976744,0.0,4,1,16,0.5627592999953777,0.09448760014493018,0.4682716998504475,0.31976744186046513,0.2,0.6511627906976745,0.22321428571428573,0.029069767441860465,0.2
lcbench_126029,lcbench,FMP,14,200,-94.67042541503906,0.2774566473988439,0.0,2,2,19,0.6407962999655865,0.09734120039502159,0.5434550995705649,0.3872832369942196,0.26865671641791045,0.6011560693641619,0.27884615384615385,0.011560693641618497,0.5
lcbench_126029,lcbench,FMP,15,200,-94.7694320678711,0.16374269005847952,0.0,4,2,13,0.5237518000067212,0.09248430037405342,0.43126749963266775,0.4619883040935672,0.22784810126582278,0.5087719298245614,0.11494252873563218,0.029239766081871343,0.0
lcbench_126029,lcbench,FMP,16,200,-95.55681610107422,0.16374269005847952,0.0,5,1,13,0.539682200003881,0.09219300036784261,0.4474891996360384,0.391812865497076,0.16417910447761194,0.5497076023391813,0.18085106382978725,0.05847953216374269,0.0
