method,time_total,time_objective,time_overhead,n_evals,overhead_per_eval_ms
GP,1000.3832587099998,0.029845350002869964,1000.3534133599969,500.0,2000.7068267199936
RS,0.5033731050003553,0.011048684986599255,0.49232442001375604,500.0,0.9846488400275121
TPE,11.191813039999762,0.024923325007694074,11.166889714992067,500.0,22.333779429984133
