task,suite,method,seed,budget,n_evals,best_value,best_true_value,best_raw,f_star,maximize_raw,time_total,time_objective,wall_time,cost_total,time_overhead,best_metric,fmp_n_evals,fmp_best_loss,fmp_acceptance_rate,fmp_kernel_fraction_dream,fmp_n_rescues,fmp_n_reseeds,fmp_n_bw_refits,fmp_time_total,fmp_time_objective,fmp_time_overhead,fmp_frac_exploit,fmp_acc_exploit,fmp_frac_explore,fmp_acc_explore,fmp_frac_trapped,fmp_acc_trapped,fmp_params,truncated,nregret,log_regret
lcbench_167104,lcbench,RS,6,200,200,-94.90509796142578,-94.90509796142578,94.90509796142578,,True,0.31731790001504123,0.11615779995918274,0.32670740003231913,10400.0,0.2011601000558585,94.90509796142578,,,,,,,,,,,,,,,,,,,,
lcbench_167104,lcbench,RS,7,200,200,-94.27544403076172,-94.27544403076172,94.27544403076172,,True,0.3080723999883048,0.11337279935833067,0.31730210001114756,10400.0,0.19469960062997416,94.27544403076172,,,,,,,,,,,,,,,,,,,,
lcbench_167104,lcbench,RS,8,200,200,-93.43765258789062,-93.43765258789062,93.43765258789062,,True,0.33580080000683665,0.11828719970071688,0.345993000024464,10400.0,0.21751360030611977,93.43765258789062,,,,,,,,,,,,,,,,,,,,
lcbench_167104,lcbench,RS,9,200,200,-93.208740234375,-93.208740234375,93.208740234375,,True,0.3035354999592528,0.10612720000790432,0.31677550001768395,10400.0,0.19740829995134845,93.208740234375,,,,,,,,,,,,,,,,,,,,
lcbench_167104,lcbench,RS,10,200,200,-94.1988754272461,-94.1988754272461,94.1988754272461,,True,0.3041213999968022,0.11079429980600253,0.3132142000249587,10400.0,0.19332710019079968,94.1988754272461,,,,,,,,,,,,,,,,,,,,
lcbench_167104,lcbench,RS,11,200,200,-94.01004791259766,-94.01004791259766,94.01004791259766,,True,0.28847959998529404,0.10655490000499412,0.2977104999590665,10400.0,0.18192469998029992,94.01004791259766,,,,,,,,,,,,,,,,,,,,
lcbench_167104,lcbench,RS,12,200,200,-94.63468170166016,-94.63468170166016,94.63468170166016,,True,0.31998640001984313,0.11369909934001043,0.33047919999808073,10400.0,0.2062873006798327,94.63468170166016,,,,,,,,,,,,,,,,,,,,
lcbench_167104,lcbench,RS,13,200,200,-92.6917724609375,-92.6917724609375,92.6917724609375,,True,0.3133607000345364,0.11377059970982373,0.3227945999824442,10400.0,0.1995901003247127,92.6917724609375,,,,,,,,,,,,,,,,,,,,
lcbench_167104,lcbench,RS,14,200,200,-93.34430694580078,-93.34430694580078,93.34430694580078,,True,0.34441419999348,0.1247210000292398,0.35371210001176223,10400.0,0.2196931999642402,93.34430694580078,,,,,,,,,,,,,,,,,,,,
lcbench_167104,lcbench,RS,15,200,200,-92.15973663330078,-92.15973663330078,92.15973663330078,,True,0.3526858999975957,0.12727029953384772,0.36513679998461157,10400.0,0.22541560046374798,92.15973663330078,,,,,,,,,,,,,,,,,,,,
lcbench_167104,lcbench,RS,16,200,200,-94.04017639160156,-94.04017639160156,94.04017639160156,,True,0.34295409999322146,0.12355019967071712,0.3522956999950111,10400.0,0.21940390032250434,94.04017639160156,,,,,,,,,,,,,,,,,,,,
lcbench_167104,lcbench,RS,17,200,200,-92.61683654785156,-92.61683654785156,92.61683654785156,,True,0.3173745999811217,0.1160717005841434,0.32722629996715114,10400.0,0.20130289939697832,92.61683654785156,,,,,,,,,,,,,,,,,,,,
lcbench_167104,lcbench,RS,18,200,200,-93.18030548095703,-93.18030548095703,93.18030548095703,,True,0.30129740003030747,0.11050829972373322,0.31304669997189194,10400.0,0.19078910030657426,93.18030548095703,,,,,,,,,,,,,,,,,,,,
lcbench_167104,lcbench,RS,19,200,200,-93.24039459228516,-93.24039459228516,93.24039459228516,,True,0.28862569999182597,0.10604559985222295,0.3016951999743469,10400.0,0.18258010013960302,93.24039459228516,,,,,,,,,,,,,,,,,,,,
lcbench_167104,lcbench,TPE,0,200,200,-94.26106262207031,-94.26106262207031,94.26106262207031,,True,5.413663299987093,0.1275244002463296,5.4256205999990925,10400.0,5.286138899740763,94.26106262207031,,,,,,,,,,,,,,,,,,,,
lcbench_167104,lcbench,TPE,1,200,200,-94.35315704345703,-94.35315704345703,94.35315704345703,,True,5.512128899979871,0.1494386000558734,5.52543560002232,10400.0,5.362690299923997,94.35315704345703,,,,,,,,,,,,,,,,,,,,
lcbench_167104,lcbench,TPE,2,200,200,-94.40860748291016,-94.40860748291016,94.40860748291016,,True,4.92616229999112,0.12436520005576313,4.938047899981029,10400.0,4.8017970999353565,94.40860748291016,,,,,,,,,,,,,,,,,,,,
lcbench_167104,lcbench,TPE,3,200,200,-94.43921661376953,-94.43921661376953,94.43921661376953,,True,6.019046899979003,0.12260699976468459,6.029994699987583,10400.0,5.896439900214318,94.43921661376953,,,,,,,,,,,,,,,,,,,,
lcbench_167104,lcbench,TPE,4,200,200,-94.47344970703125,-94.47344970703125,94.47344970703125,,True,6.407698300026823,0.12408120010513812,6.41764899995178,10400.0,6.283617099921685,94.47344970703125,,,,,,,,,,,,,,,,,,,,
lcbench_167104,lcbench,TPE,5,200,200,-94.15432739257812,-94.15432739257812,94.15432739257812,,True,6.225525399961043,0.12616979947779328,6.238888099964242,10400.0,6.09935560048325,94.15432739257812,,,,,,,,,,,,,,,,,,,,
lcbench_167104,lcbench,TPE,6,200,200,-94.78606414794922,-94.78606414794922,94.78606414794922,,True,6.290200999996159,0.12444509961642325,6.300137599988375,10400.0,6.165755900379736,94.78606414794922,,,,,,,,,,,,,,,,,,,,
lcbench_167104,lcbench,TPE,7,200,200,-94.79293060302734,-94.79293060302734,94.79293060302734,,True,5.579259000020102,0.12363459984771907,5.589280699961819,10400.0,5.455624400172383,94.79293060302734,,,,,,,,,,,,,,,,,,,,
lcbench_167104,lcbench,TPE,8,200,200,-94.98985290527344,-94.98985290527344,94.98985290527344,,True,5.100325800012797,0.12555799999972805,5.11205820000032,10400.0,4.974767800013069,94.98985290527344,,,,,,,,,,,,,,,,,,,,
lcbench_167104,lcbench,TPE,9,200,200,-96.15796661376953,-96.15796661376953,96.15796661376953,,True,5.441358699987177,0.12416050001047552,5.451691800029948,10400.0,5.317198199976701,96.15796661376953,,,,,,,,,,,,,,,,,,,,
lcbench_167104,lcbench,TPE,10,200,200,-94.9112548828125,-94.9112548828125,94.9112548828125,,True,5.626538199954666,0.12520329968538135,5.63748710002983,10400.0,5.501334900269285,94.9112548828125,,,,,,,,,,,,,,,,,,,,
lcbench_167104,lcbench,TPE,11,200,200,-94.53545379638672,-94.53545379638672,94.53545379638672,,True,4.971254400035832,0.13040650013135746,4.981129100022372,10400.0,4.840847899904475,94.53545379638672,,,,,,,,,,,,,,,,,,,,
lcbench_167104,lcbench,TPE,12,200,200,-94.89097595214844,-94.89097595214844,94.89097595214844,,True,5.182333400007337,0.12034180056070909,5.192222899990156,10400.0,5.061991599446628,94.89097595214844,,,,,,,,,,,,,,,,,,,,
lcbench_167104,lcbench,TPE,13,200,200,-94.3974380493164,-94.3974380493164,94.3974380493164,,True,5.861972499988042,0.13166360033210367,5.870040599955246,10400.0,5.730308899655938,94.3974380493164,,,,,,,,,,,,,,,,,,,,
lcbench_167104,lcbench,TPE,14,200,200,-95.42276763916016,-95.42276763916016,95.42276763916016,,True,5.40210659999866,0.1219994000857696,5.412406600022223,10400.0,5.280107199912891,95.42276763916016,,,,,,,,,,,,,,,,,,,,
lcbench_167104,lcbench,TPE,15,200,200,-94.17947387695312,-94.17947387695312,94.17947387695312,,True,5.345072500000242,0.12344339967239648,5.357407699979376,10400.0,5.221629100327846,94.17947387695312,,,,,,,,,,,,,,,,,,,,
lcbench_167104,lcbench,TPE,16,200,200,-94.49940490722656,-94.49940490722656,94.49940490722656,,True,6.504998699994758,0.12793209991650656,6.515929899993353,10400.0,6.377066600078251,94.49940490722656,,,,,,,,,,,,,,,,,,,,
lcbench_167104,lcbench,TPE,17,200,200,-94.4911117553711,-94.4911117553711,94.4911117553711,,True,6.47805520001566,0.1245032997103408,6.491080999956466,10400.0,6.35355190030532,94.4911117553711,,,,,,,,,,,,,,,,,,,,
lcbench_167104,lcbench,TPE,18,200,200,-94.73942565917969,-94.73942565917969,94.73942565917969,,True,5.66584570001578,0.1276029997970909,5.6758443000144325,10400.0,5.538242700218689,94.73942565917969,,,,,,,,,,,,,,,,,,,,
lcbench_167104,lcbench,TPE,19,200,200,-94.30026245117188,-94.30026245117188,94.30026245117188,,True,5.619982499978505,0.13396740041207522,5.631204900040757,10400.0,5.48601509956643,94.30026245117188,,,,,,,,,,,,,,,,,,,,
lcbench_167104,lcbench,TPE_HB,0,200,2087,-94.87324523925781,-94.87324523925781,94.87324523925781,,True,63.76368060003733,1.4053694028407335,63.77761950000422,10411.0,62.3583111971966,94.87324523925781,,,,,,,,,,,,,,,,,,,,
lcbench_167104,lcbench,TPE_HB,1,200,1844,-92.7462387084961,-92.7462387084961,92.7462387084961,,True,40.08755530003691,1.174934599082917,40.097471499990206,10401.0,38.912620700953994,92.7462387084961,,,,,,,,,,,,,,,,,,,,
lcbench_167104,lcbench,TPE_HB,2,200,1663,-93.85633087158203,-93.85633087158203,93.85633087158203,,True,37.24058249994414,1.14280820148997,37.25740860000951,10417.0,36.09777429845417,93.85633087158203,,,,,,,,,,,,,,,,,,,,
lcbench_167104,lcbench,TPE_HB,3,200,1542,-94.82222747802734,-94.82222747802734,94.82222747802734,,True,34.31897210003808,0.9964055008022115,34.36478760000318,10403.0,33.32256659923587,94.82222747802734,,,,,,,,,,,,,,,,,,,,
lcbench_167104,lcbench,TPE_HB,4,200,2347,-95.07685852050781,-95.07685852050781,95.07685852050781,,True,79.28452049999032,1.4388866014196537,79.29933710000478,10406.0,77.84563389857067,95.07685852050781,,,,,,,,,,,,,,,,,,,,
lcbench_167104,lcbench,TPE_HB,5,200,1780,-92.81348419189453,-92.81348419189453,92.81348419189453,,True,38.3752722000354,1.160527098341845,38.38932650000788,10403.0,37.21474510169355,92.81348419189453,,,,,,,,,,,,,,,,,,,,
lcbench_167104,lcbench,TPE_HB,6,200,1478,-94.8508071899414,-94.8508071899414,94.8508071899414,,True,31.072131799999624,0.8557260999805294,31.082533599983435,10406.0,30.216405700019095,94.8508071899414,,,,,,,,,,,,,,,,,,,,
lcbench_167104,lcbench,TPE_HB,7,200,1679,-94.35604095458984,-94.35604095458984,94.35604095458984,,True,44.49347459996352,0.9755170007119887,44.50324609997915,10407.0,43.51795759925153,94.35604095458984,,,,,,,,,,,,,,,,,,,,
lcbench_167104,lcbench,TPE_HB,8,200,1797,-94.19456481933594,-94.19456481933594,94.19456481933594,,True,42.71283019997645,1.0491169997258112,42.72256379999453,10402.0,41.66371320025064,94.19456481933594,,,,,,,,,,,,,,,,,,,,
lcbench_167104,lcbench,TPE_HB,9,200,1583,-95.12909698486328,-95.12909698486328,95.12909698486328,,True,40.1039045000216,0.9354731007479131,40.11446920002345,10423.0,39.168431399273686,95.12909698486328,,,,,,,,,,,,,,,,,,,,
