method,time_total,time_objective,time_overhead,n_evals,overhead_per_eval_ms
CMAES,0.4501322363456263,0.11072838788445202,0.33940384846117433,200.0,1.6970192423058716
FMP_DREAM,0.43673261750048437,0.09030391557507056,0.3464287019254138,200.0,1.732143509627069
GP,91.67503754096167,0.11132183576835535,91.56371570519332,200.0,457.8185785259666
L1_K1_VITERBI_SUB,0.849827389807503,0.08924444924677329,0.7605829405607297,200.0,3.802914702803649
RS,0.30001358673078077,0.11129152075873908,0.1887220659720417,200.0,0.9436103298602084
TPE,4.654516985769414,0.13311781578034312,4.5213991699890705,200.0,22.606995849945353
TPE_HB,28.39642247288515,0.8530853038683255,27.543337169016823,1645.4192307692308,16.739403948828507
