method,time_total,time_objective,time_overhead,n_evals,overhead_per_eval_ms
CTRL_FIXED,1.3643472597761945,0.07423864690612794,1.2901086128700667,326.6666666666667,3.9493120802144897
CTRL_HMM,1.8486115422218832,0.07774793754904143,1.7708636046728417,326.6666666666667,5.42101103471278
CTRL_HMM_LEARNEMIS,1.8820990466664402,0.0746777824503887,1.8074212642160516,326.6666666666667,5.532922237396076
CTRL_HMM_NOBW,1.5425011137777216,0.07404450201296843,1.468456611764753,326.6666666666667,4.495275342136999
CTRL_HMM_VITERBI,1.7142225933325244,0.07570217732317461,1.6385204160093498,326.6666666666667,5.015878824518418
CTRL_RANDOM,1.428386482445413,0.074696198001394,1.3536902844440193,326.6666666666667,4.143949850338834
CTRL_RULE,1.4250281353340768,0.07514300066845155,1.3498851346656253,326.6666666666667,4.132301432649873
